Text,User,Hashtags,Platform_Facebook,Platform_Instagram,Platform_Twitter,Country_encoded,Sentiment_encoded,Retweets_scaled,Likes_scaled,Year,Month,Day,Hour
"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",VanishedSunset,#Yearning #HuesOfSunset,1,0,0,0,189,-1.6722226212029865,-1.6616911856360448,2020,4,18,16
"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",NightPrisoner,#Fearful #LurkingMonsters,0,0,1,13,80,-0.5011118286338844,-0.49308188345669446,2023,1,7,3
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",WindWhisperer,#Apprehensive #StormOfDoubt,0,1,0,5,14,-1.0866672249184355,-1.0773865345463696,2021,6,10,10
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",MazeExplorer,#Overwhelmed #MinotaurOfPressure,1,0,0,32,142,0.0844435676506667,0.09122276763298064,2020,2,22,15
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",WoundedGarden,#Jealous #BloomingAchievements,0,0,1,31,113,-0.79388952677616,-0.7852342090015321,2018,3,17,14
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",RuinedHeart,#Devastated #EchoesOfShatteredDreams,0,1,0,0,53,0.52361011486408,0.529451255950237,2022,10,28,11
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",KnotUntangler,#Frustrated #LabyrinthOfMiscommunication,1,0,0,13,85,-1.0866672249184355,-1.0773865345463696,2020,11,1,12
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",ElusiveKeys,#Envious #DesireForKeys,0,0,1,32,72,-0.20833413049160884,-0.20092955791185693,2021,1,15,22
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",IndifferentFort,#Dismissive #IndifferencePerformance,0,1,0,0,57,-1.379444923060711,-1.369538860091207,2018,8,18,14
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",DreamMosaic,#Frustrated #MosaicOfDisappointment,0,0,1,5,85,-0.9402783758472977,-0.9313103717739508,2022,1,7,11
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",NocturnalEcho,#Loneliness #SolitaryNocturne,1,0,0,0,121,-0.5011118286338844,-0.49308188345669446,2019,9,19,3
Awe-struck by the breathtaking sunrise over the mountains.,NatureAdmirer,#Awe #BreathtakingSunrise,0,1,0,32,17,0.9627766620774934,0.8946416628812839,2022,4,3,6
Navigating through the challenges with determination.,GoalPursuer,#Determination #Challenges,0,0,1,5,52,-0.9402783758472977,-0.9313103717739508,2023,10,12,10
Nostalgia hits while flipping through an old photo album.,MemoryLane,#Nostalgia #OldMemories,1,0,0,31,136,0.0844435676506667,0.16426084901919003,2019,6,28,19
Thrilled to witness the grandeur of a cultural festival.,CultureEnthusiast,#Thrill #CulturalCelebration,0,1,0,13,178,2.1155888485127035,2.2001973676597766,2020,9,15,14
Calmness found in the rhythm of raindrops on the windowpane.,RainWatcher,#Calmness #RainyDays,0,0,1,0,26,-0.5011118286338844,-0.5661199648429038,2017,11,8,21
Overwhelmed by the support received during a personal challenge.,PersonalJourney,#Overwhelmed #SupportiveCommunity,1,0,0,32,142,0.52361011486408,0.529451255950237,2021,5,20,17
Excitement builds as the countdown to a long-awaited vacation begins.,VacationDreamer,#Excitement #VacationCountdown,0,1,0,10,76,1.255554360219769,1.2598320698123309,2023,1,10,12
"Reflecting on life's journey, grateful for the lessons learned.",LifeLearner,#Gratitude #LifeLessons,0,0,1,3,90,1.9874986055754578,1.9902128836744248,2018,12,5,8
Bittersweet emotions arise while bidding farewell to a dear friend.,FarewellSender,#Bittersweet #Farewell,0,1,0,17,22,-0.20833413049160884,-0.20092955791185693,2020,3,15,18
Curiosity sparked by exploring a mysterious ancient ruin.,HistoryExplorer,#Curiosity #AncientDiscovery,1,0,0,12,46,-0.5011118286338844,-0.5661199648429038,2016,8,22,15
Admiration for the intricate details of a handcrafted masterpiece.,CraftEnthusiast,#Admiration #HandcraftedArt,0,1,0,32,2,0.52361011486408,0.529451255950237,2019,8,20,16
Overjoyed by the warmth of a cozy fireplace on a winter evening.,WinterLover,#Overjoyed #WinterWarmth,0,0,1,5,141,-0.5011118286338844,-0.5661199648429038,2021,12,8,19
Inspiration strikes while observing the colors of a vibrant sunset.,SunsetWatcher,#Inspiration #ColorfulSunset,0,1,0,31,108,1.255554360219769,1.2598320698123309,2020,6,10,20
Motivated to achieve fitness goals after an invigorating workout.,FitnessJunkie,#Motivation #FitnessGoals,1,0,0,0,132,2.1155888485127035,2.2001973676597766,2022,2,28,7
Gratitude for the simple joys found in a cup of morning coffee.,CoffeeLover,#Gratitude #MorningCoffee,0,0,1,13,90,0.0844435676506667,0.16426084901919003,2017,4,15,8
Feeling empowered after conquering a challenging hiking trail.,HikingExplorer,#Empowerment #HikingAdventure,0,1,0,32,66,1.9874986055754578,1.9902128836744248,2018,9,5,14
Amused by the antics of playful kittens during playtime.,KittyObserver,#Amusement #PlayfulKittens,1,0,0,5,9,-0.9402783758472977,-0.9313103717739508,2022,10,22,12
Contemplating life's mysteries under the starry night sky.,Stargazer,#Contemplation #StarryNight,0,0,1,31,39,0.9627766620774934,0.8946416628812839,2016,7,2,23
Joyful reunion with long-lost friends after years of separation.,FriendshipRenewal,#JoyfulReunion #Friendship,0,1,0,13,118,-0.20833413049160884,-0.20092955791185693,2020,11,18,17
Excitement builds while preparing for a surprise celebration.,CelebrationPlanner,#Excitement #SurpriseCelebration,1,0,0,0,76,1.255554360219769,1.2598320698123309,2023,3,5,15
Satisfaction derived from successfully completing a DIY project.,DIYEnthusiast,#Satisfaction #DIYProject,0,0,1,32,165,0.52361011486408,0.529451255950237,2015,12,1,11
Feeling blessed for the supportive community in times of need.,CommunityHelper,#Blessed #SupportiveCommunity,0,1,0,31,23,-0.5011118286338844,-0.5661199648429038,2021,9,10,9
Captivated by the serenity of a tranquil garden in full bloom.,GardenEnthusiast,#Serenity #TranquilGarden,1,0,0,5,166,0.0844435676506667,0.16426084901919003,2018,5,12,14
Anticipation for an upcoming adventure in an exotic destination.,Wanderlust,#Anticipation #AdventureAwaits,0,0,1,13,11,2.1155888485127035,2.2001973676597766,2022,7,25,10
Reflecting on personal growth achieved through life experiences.,GrowthSeeker,#Reflection #PersonalGrowth,0,1,0,32,152,1.9874986055754578,1.9902128836744248,2019,3,8,18
Nostalgic memories flood in while revisiting childhood favorites.,ChildhoodMemories,#Nostalgia #ChildhoodFavorites,1,0,0,0,136,-0.20833413049160884,-0.20092955791185693,2017,1,28,21
Appreciation for the vibrant culture experienced during travel.,CultureExplorer,#Appreciation #CulturalExperience,0,0,1,31,13,0.9627766620774934,0.8946416628812839,2016,11,14,13
Confidence soars after overcoming public speaking anxiety.,PublicSpeaker,#Confidence #OvercomingAnxiety,0,1,0,32,35,-0.9402783758472977,-0.9313103717739508,2020,4,2,17
Contentment in the midst of a family gathering filled with laughter.,FamilyCelebration,#Contentment #FamilyLaughter,1,0,0,5,40,0.52361011486408,0.529451255950237,2023,1,15,19
Enthusiasm for learning new skills and expanding knowledge.,LifelongLearner,#Enthusiasm #SkillBuilding,0,0,1,13,71,1.255554360219769,1.2598320698123309,2018,8,7,12
Surprise and delight at discovering a hidden gem in the city.,CityExplorer,#Surprise #HiddenGem,0,1,0,31,174,-0.5011118286338844,-0.5661199648429038,2019,10,18,16
A sense of accomplishment after completing a challenging workout.,FitnessAchiever,#Accomplishment #FitnessSuccess,1,0,0,0,1,0.0844435676506667,0.16426084901919003,2022,6,30,7
Wonderment at the beauty of a double rainbow after the rain.,RainbowChaser,#Wonderment #DoubleRainbow,0,0,1,32,188,1.9874986055754578,1.9902128836744248,2017,6,12,18
Optimism for a bright future amidst challenging times.,FutureOptimist,#Optimism #BrightFuture,0,1,0,5,140,-0.20833413049160884,-0.20092955791185693,2021,7,5,9
Pride in achieving a personal milestone in career progression.,CareerAchiever,#Pride #CareerMilestone,1,0,0,31,149,0.9627766620774934,0.8946416628812839,2016,4,15,14
Happiness blooms like flowers in a garden on a sunny day.,SunnyDayEnthusiast,#Happiness #SunnyDay,0,0,1,13,92,-0.9402783758472977,-0.9313103717739508,2020,2,10,11
Elation over discovering a rare book in a quaint bookstore.,Bookworm,#Elation #RareBookDiscovery,0,1,0,32,60,2.1155888485127035,2.2001973676597766,2018,9,22,16
Curiosity piqued by the mysteries of an ancient archaeological site.,ArchaeologyEnthusiast,#Curiosity #AncientMysteries,1,0,0,0,46,-0.5011118286338844,-0.5661199648429038,2015,11,8,10
Mesmerized by the cosmic dance of fireflies on a moonlit night.,NightSkyObserver,#Enchantment #CosmicFireflies,0,1,0,3,67,0.52361011486408,0.529451255950237,2022,8,10,22
Intrigued by the symphony of colors in an abstract art exhibition.,ArtConnoisseur,#Intrigue #AbstractArt,0,0,1,10,111,-0.5011118286338844,-0.5661199648429038,2019,4,5,17
Giggles and joy echo in the air during a children's playdate.,PlayfulParent,#PlayfulJoy #ChildrensPlaydate,1,0,0,17,145,0.0844435676506667,0.16426084901919003,2020,12,15,15
Enveloped in serenity while practicing mindfulness by the lake.,ZenSeeker,#Mindfulness #LakeTranquility,0,1,0,5,129,1.9874986055754578,1.9902128836744248,2017,10,20,8
Chasing dreams like a kite soaring high in the vast open sky.,SkyDreamer,#DreamChaser #SkyHighDreams,0,0,1,0,58,1.255554360219769,1.2598320698123309,2021,2,28,13
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,DanceEnthusiast,#Elegance #BallroomDance,1,0,0,31,61,0.9627766620774934,0.8946416628812839,2018,6,12,20
Whimsical delight in a world of fairy tales and magical creatures.,FairyTaleExplorer,#Whimsy #MagicalWorld,0,1,0,32,184,-0.20833413049160884,-0.20092955791185693,2016,3,8,14
Pensive contemplation amid the ancient ruins of a forgotten civilization.,RuinsExplorer,#Pensive #AncientCivilization,0,0,1,12,143,-0.5011118286338844,-0.5661199648429038,2023,4,18,17
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,RollercoasterFan,#Thrill #RollercoasterAdventure,1,0,0,11,178,0.0844435676506667,0.16426084901919003,2020,7,25,12
Harmony resonates as musicians play a melody of unity and togetherness.,MusicHarmonist,#Harmony #MusicalUnity,0,1,0,28,94,1.9874986055754578,1.9902128836744248,2019,11,30,19
A burst of creativity in the quiet solitude of an artist's studio.,StudioArtist,#Creativity #ArtistsHaven,0,0,1,15,43,-0.9402783758472977,-0.9313103717739508,2015,9,1,16
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,SpringEnthusiast,#Radiance #SpringBlooms,1,0,0,21,151,0.52361011486408,0.529451255950237,2022,5,5,10
A sense of wonder at the vastness of the cosmos on a stargazing night.,CosmosExplorer,#Wonder #StargazingAdventure,0,1,0,26,187,2.1155888485127035,2.2001973676597766,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside.,SeaBreezeLover,#Rejuvenation #SeasideEscape,0,0,1,27,154,-0.5011118286338844,-0.5661199648429038,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest.,ForestDreamer,#Inspiration #ForestWhispers,1,0,0,24,108,0.9627766620774934,0.8946416628812839,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.,WinterWarmth,#Coziness #WarmWinterEvening,0,1,0,29,41,1.255554360219769,1.2598320698123309,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion.,FamilyGatherer,#Gratitude #FamilyLaughter,1,0,0,1,90,0.0844435676506667,0.16426084901919003,2017,12,28,19
"Embarking on a culinary adventure, savoring exotic flavors around the world.",CulinaryExplorer,#Adventure #CulinaryJourney,0,0,1,2,5,1.9874986055754578,1.9902128836744248,2019,3,2,20
Euphoria floods in as the final puzzle piece clicks into place.,PuzzleSolver,#Euphoria #PuzzleCompletion,0,1,0,9,75,-0.20833413049160884,-0.20092955791185693,2022,6,8,15
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,CathedralVisitor,#Awe #ArchitecturalGrandeur,1,0,0,8,17,-0.5011118286338844,-0.5661199648429038,2018,8,18,14
Captivated by the ethereal beauty of a field filled with fireflies.,NightSkyObserver,#Enchantment #FireflyField,0,1,0,3,67,0.52361011486408,0.529451255950237,2022,8,10,22
Immersed in the enchanting melodies of a street musician's violin.,MusicLover,#Melodic #StreetMusic,0,0,1,10,127,-0.5011118286338844,-0.5661199648429038,2019,4,5,17
Joyful laughter resonates through a lively summer carnival.,CarnivalGoer,#FestiveJoy #SummerCarnival,1,0,0,17,81,0.0844435676506667,0.16426084901919003,2020,12,15,15
Exploring the universe within during a mindful meditation session.,MindfulExplorer,#InnerJourney #MeditationBliss,0,1,0,5,107,1.9874986055754578,1.9902128836744248,2017,10,20,8
Soaring like a free spirit on the winds of a coastal cliff.,CoastalExplorer,#Freedom #CoastalAdventure,0,0,1,0,83,1.255554360219769,1.2598320698123309,2021,2,28,13
Dazzled by the elegance of a masquerade ball's dazzling costumes.,MasqueradeAttendee,#Dazzle #MasqueradeElegance,1,0,0,31,48,0.9627766620774934,0.8946416628812839,2018,6,12,20
Whimsical delight in a world of whimsical fairy tales.,FairyTaleAdventurer,#Whimsy #FairyTaleMagic,0,1,0,32,184,-0.20833413049160884,-0.20092955791185693,2016,3,8,14
Reflective contemplation amid the ruins of a forgotten era.,RuinsExplorer,#Reflection #ForgottenEra,0,0,1,12,152,-0.5011118286338844,-0.5661199648429038,2023,4,18,17
Riding the adrenaline rush on a rollercoaster's wild twists.,ThrillSeeker,#Adrenaline #RollercoasterThrills,1,0,0,11,4,0.0844435676506667,0.16426084901919003,2020,7,25,12
Harmony resonates as musicians play a symphony of unity.,MusicHarmonist,#Harmony #MusicalUnity,0,1,0,28,94,1.9874986055754578,1.9902128836744248,2019,11,30,19
A burst of artistic creativity in the quietude of an artist's studio.,StudioArtist,#ArtisticBurst #StudioCreativity,0,0,1,15,16,-0.9402783758472977,-0.9313103717739508,2015,9,1,16
Radiant joy akin to blossoming flowers on a sunlit spring morning.,SpringEnthusiast,#Radiance #SpringBlooms,1,0,0,21,151,0.52361011486408,0.529451255950237,2022,5,5,10
Awe-inspired by the vastness of the cosmos on a stargazing night.,CosmosExplorer,#Wonder #StargazingAdventure,0,1,0,26,187,2.1155888485127035,2.2001973676597766,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside.,SeaBreezeLover,#Rejuvenation #SeasideEscape,0,0,1,27,154,-0.5011118286338844,-0.5661199648429038,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest.,ForestDreamer,#Inspiration #ForestWhispers,1,0,0,24,108,0.9627766620774934,0.8946416628812839,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.,WinterWarmth,#Coziness #WarmWinterEvening,0,1,0,29,41,1.255554360219769,1.2598320698123309,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion.,FamilyGatherer,#Gratitude #FamilyLaughter,1,0,0,1,90,0.0844435676506667,0.16426084901919003,2017,12,28,19
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryExplorer,#CulinaryOdyssey #FlavorsAroundTheWorld,0,0,1,2,45,1.9874986055754578,1.9902128836744248,2019,3,2,20
Euphoria floods in as the final puzzle piece fits perfectly.,PuzzleSolver,#Euphoria #PerfectPuzzle,0,1,0,9,75,-0.20833413049160884,-0.20092955791185693,2022,6,8,15
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,CathedralVisitor,#Awe #ArchitecturalGrandeur,1,0,0,8,17,-0.5011118286338844,-0.5661199648429038,2018,8,18,14
Curiosity awakened by the mysteries of an ancient archaeological site.,ArchaeologyEnthusiast,#Curiosity #AncientMysteries,0,1,0,0,46,-0.5011118286338844,-0.5661199648429038,2015,11,8,10
Giddy with excitement as the first snowflakes dance from the sky.,SnowfallEnthusiast,#Excitement #SnowfallMagic,0,0,1,5,76,0.0844435676506667,0.16426084901919003,2020,12,2,17
Contentment envelops as the aroma of freshly baked bread fills the air.,BreadLover,#Contentment #FreshBreadAroma,0,1,0,10,40,0.9627766620774934,0.8946416628812839,2017,6,10,12
Inspired by the resilience of a lone tree standing tall in a storm.,NatureResilient,#Resilience #StandingTall,1,0,0,32,158,1.9874986055754578,1.9902128836744248,2021,4,15,14
"Lost in the pages of a captivating novel, transported to another world.",Bookworm,#Immersion #CaptivatingNovel,0,0,1,31,105,-0.20833413049160884,-0.20092955791185693,2019,9,28,19
Drenched in nostalgia while flipping through an old family photo album.,FamilyHistorian,#Nostalgia #FamilyPhotoAlbum,0,1,0,13,136,0.52361011486408,0.529451255950237,2016,12,5,21
Spark of inspiration ignites like a shooting star in the night sky.,NightSkyWatcher,#Spark #InspirationIgnited,1,0,0,0,171,1.255554360219769,1.2598320698123309,2018,2,10,23
Imbued with gratitude for the simple pleasure of a warm cup of tea.,TeaEnthusiast,#Gratitude #WarmTea,0,0,1,17,90,-0.5011118286338844,-0.5661199648429038,2023,2,15,8
Marveling at the kaleidoscope of colors in a vibrant street market.,MarketExplorer,#Marvel #ColorfulStreetMarket,0,1,0,3,125,0.0844435676506667,0.16426084901919003,2015,8,22,15
Awash with serenity as the sun sets over a tranquil lakeside retreat.,LakesideRetreater,#Serenity #TranquilSunset,1,0,0,11,166,0.9627766620774934,0.8946416628812839,2020,11,20,18
Drowning in sorrow as memories of lost love resurface.,LostInLove,#Heartbreak #LostLove,0,1,0,32,97,-0.9402783758472977,-0.9313103717739508,2019,8,5,21
Numbness sets in as the weight of loneliness grows heavier.,SolitudeSeeker,#Loneliness #HeavyHeart,0,0,1,5,121,-0.5011118286338844,-0.5661199648429038,2021,2,12,16
"Tears fall like raindrops, mourning the end of a cherished friendship.",FriendshipsEnd,#Grief #LostFriendship,1,0,0,31,91,0.0844435676506667,0.16426084901919003,2020,11,28,14
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",LostInDarkness,#Despair #EndlessDarkness,0,1,0,0,50,0.9627766620774934,0.8946416628812839,2016,5,15,22
"Shattered by betrayal, trust crumbles like fragile glass.",BrokenTrust,#Betrayal #ShatteredTrust,0,0,1,11,19,0.0844435676506667,0.16426084901919003,2018,9,10,13
"Aching heart, the symphony of pain plays in the silence of solitude.",SilentSufferer,#Suffering #HeartacheSymphony,1,0,0,3,173,0.52361011486408,0.529451255950237,2022,3,20,19
"Emotional storm, a whirlwind of sadness engulfs every thought.",StormyFeelings,#EmotionalStorm #SadnessWhirlwind,0,1,0,13,64,1.255554360219769,1.2598320698123309,2017,7,18,17
"Haunted by regrets, the ghost of the past lingers relentlessly.",LingeringGhost,#Regret #HauntedPast,0,0,1,10,153,-0.5011118286338844,-0.5661199648429038,2018,12,15,10
"Torn apart by grief, the echoes of loss reverberate through the soul.",EchoesOfLoss,#Grief #TornApart,1,0,0,15,91,0.9627766620774934,0.8946416628812839,2015,6,28,21
"Isolation deepens, an emotional winter where warmth is but a distant memory.",WinterOfEmotions,#Isolation #EmotionalWinter,0,1,0,17,112,1.9874986055754578,1.9902128836744248,2020,4,2,14
"Soul-crushing disappointment, hopes shattered like fragile glass.",ShatteredHopes,#Disappointment #CrushedHopes,0,0,1,27,55,-0.20833413049160884,-0.20092955791185693,2019,10,8,18
"Painful echoes of a love once cherished, now lost in the abyss of time.",AbyssOfTime,#LostLove #PainfulEchoes,1,0,0,21,123,0.0844435676506667,0.16426084901919003,2016,11,22,9
"Heartache deepens, a solitary journey through the abyss of despair.",SolitaryDescent,#Despair #AbyssOfHeartache,0,1,0,26,50,2.1155888485127035,2.2001973676597766,2022,8,18,22
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",SerenadeOfSolitude,#Melancholy #QuietSerenade,0,0,1,31,126,-0.5011118286338844,-0.5661199648429038,2017,3,12,23
"Bitterness like a poison, seeping into every crevice of the wounded heart.",PoisonedHeart,#Bitterness #WoundedHeart,1,0,0,0,21,0.52361011486408,0.529451255950237,2015,12,15,16
"Emotional exhaustion, the weight of the world crushing weary shoulders.",WearySoulCrushed,#Exhaustion #CrushedSpirit,0,1,0,5,77,1.9874986055754578,1.9902128836744248,2021,9,5,13
"Sorrowful echoes, a symphony of pain played by the strings of loss.",StringsOfSorrow,#Sorrow #SymphonyOfLoss,0,0,1,11,170,-0.5011118286338844,-0.5661199648429038,2018,5,22,20
"Darkness descends, engulfing the soul in the shadows of despair.",SoulInShadow,#Darkness #SoulEngulfed,1,0,0,32,47,0.9627766620774934,0.8946416628812839,2016,7,10,18
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",WhisperedDespair,#Desperation #GlimmerOfHope,0,1,0,10,51,0.0844435676506667,0.16426084901919003,2019,4,30,14
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",DreamsInWind,#Ruins #ShatteredDreams,0,0,1,3,161,-0.20833413049160884,-0.20092955791185693,2022,1,8,11
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",DreamEchoes,#Desolation #ScatteredHope,0,0,1,0,49,-0.20833413049160884,-0.20092955791185693,2017,9,10,19
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",RemorseWalker,#Regret #PathOfRemorse,0,1,0,5,153,0.52361011486408,0.529451255950237,2022,4,18,11
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",JoyLabyrinth,#Grief #LostJoyFootsteps,1,0,0,32,91,-0.5011118286338844,-0.5661199648429038,2018,12,5,21
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",SolitudeSeas,#Loneliness #CrashingWaves,0,0,1,31,121,0.0844435676506667,0.16426084901919003,2016,6,28,14
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",PalateStainer,#Bitterness #StainedTrust,0,1,0,11,21,-0.9402783758472977,-0.9313103717739508,2019,10,22,17
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",HopeRuins,#Desolation #WhisperedLoss,1,0,0,3,49,0.9627766620774934,0.8946416628812839,2021,3,15,22
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",OceanSinker,#Heartbreak #RippleOfDespair,0,0,1,10,97,0.0844435676506667,0.16426084901919003,2017,8,10,19
"Tears, the ink staining the pages of a journal, a testament to silent grief.",InkJournalist,#Grief #SilentTears,0,1,0,13,91,1.255554360219769,1.2598320698123309,2023,1,28,14
"In the wasteland of lost trust, the echoes of broken promises reverberate.",TrustWasteland,#Betrayal #ReverberatingPromises,1,0,0,15,19,0.52361011486408,0.529451255950237,2016,12,12,10
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",DreamTightrope,#Resilience #TightropeWalk,0,0,1,17,158,1.9874986055754578,1.9902128836744248,2020,7,18,15
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",EchoedLaughter,#Isolation #SilentSolitude,0,1,0,26,112,1.255554360219769,1.2598320698123309,2022,5,20,20
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",PossibilityGhost,#Regret #FadingPossibilities,0,0,1,27,153,-0.5011118286338844,-0.5661199648429038,2019,11,8,14
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",EndlessLabyrinth,#Despair #EndlessReverberation,1,0,0,0,50,0.9627766620774934,0.8946416628812839,2017,3,28,22
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",RiverOfSorrow,#Sorrow #AutumnLeaves,0,1,0,5,170,0.0844435676506667,0.16426084901919003,2020,9,15,18
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",DreamGardener,#Desolation #ShatteredHopes,0,0,1,31,49,-0.20833413049160884,-0.20092955791185693,2018,6,10,13
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",CurrencyOfTears,#Grief #LostLoveLonging,1,0,0,32,91,0.52361011486408,0.529451255950237,2016,12,22,21
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",MazeWanderer,#Betrayal #ClosingWalls,0,1,0,11,19,-0.9402783758472977,-0.9313103717739508,2021,1,5,16
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",StormSeeker,#Heartbreak #CalmAfterStorm,0,0,1,3,97,0.0844435676506667,0.16426084901919003,2019,4,18,11
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",TapestrySorrow,#Despair #UnraveledHope,1,0,0,13,50,-0.5011118286338844,-0.5661199648429038,2017,8,28,19
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",WitheredRose,#Loss #SilentSurrender,0,1,0,10,122,0.9627766620774934,0.8946416628812839,2023,2,10,14
"In the void of heartache, echoes of a love song play, each note a pang of longing.",LoveSongEcho,#Heartache #LoveSongLonging,0,1,0,17,96,1.255554360219769,1.2598320698123309,2022,7,10,22
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",MoonlitMemories,#Nostalgia #CherishedMemories,0,0,1,15,136,-0.5011118286338844,-0.5661199648429038,2019,5,15,21
"In the symphony of grief, each tear is a note, composing a melancholic melody.",SymphonyOfTears,#Grief #MelancholicMelody,1,0,0,11,91,0.0844435676506667,0.16426084901919003,2018,11,28,14
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",VenomousGarden,#Betrayal #PoisonedTrust,0,1,0,5,19,0.52361011486408,0.529451255950237,2021,3,2,17
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",QuicksandFighter,#Despair #DeepDescent,0,0,1,32,50,-0.20833413049160884,-0.20092955791185693,2016,10,18,19
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",DreamCemetery,#Desolation #UntoldSorrows,1,0,0,10,49,0.9627766620774934,0.8946416628812839,2020,8,15,12
"Swept away by the river of regret, the currents of the past refusing to release.",RegretRiver,#Regret #PastCurrents,0,1,0,31,153,-0.5011118286338844,-0.5661199648429038,2017,4,28,16
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",HeartAttic,#Loss #ForgottenLove,0,0,1,0,122,0.0844435676506667,0.16426084901919003,2019,9,10,21
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",PromiseGallery,#Betrayal #ShatteredVows,1,0,0,3,19,-0.9402783758472977,-0.9313103717739508,2022,1,28,13
"The echoes of solitude, a silent conversation between a soul and its shadows.",EchoedConversation,#Solitude #ShadowConversation,0,1,0,27,169,1.255554360219769,1.2598320698123309,2016,6,15,22
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",SunshineDancer,#Joy #SimpleMoments,0,1,0,32,116,2.1155888485127035,2.2001973676597766,2021,8,20,15
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",EchoedLaughter,#Happiness #SpiritLifter,0,0,1,5,92,1.9874986055754578,1.9902128836744248,2018,4,12,18
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",GardenOfJoy,#Contentment #InnerPeace,1,0,0,31,40,0.52361011486408,0.529451255950237,2022,2,15,12
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",DreamChaser,#Enthusiasm #HopefulJourney,0,1,0,0,71,1.255554360219769,1.2598320698123309,2019,10,28,14
"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",StarSerenader,#Gratitude #ThankfulMelody,0,0,1,13,90,0.0844435676506667,0.16426084901919003,2017,12,22,21
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness.",GlowAchiever,#Accomplishment #HappinessMilestone,1,0,0,11,1,0.9627766620774934,0.8946416628812839,2020,6,10,17
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",DanceHarmony,#Positivity #SoulUpliftment,0,1,0,10,147,-0.5011118286338844,-0.5661199648429038,2016,9,18,19
